side,entry_time,exit_time,reason,qty,entry_px,exit_px,pnl
short,2025-12-14 01:30:00,2025-12-14 11:30:00,TP1,0.000477509616182353,90226.0,89408.82999999997,0.34731785369260537
short,2025-12-14 01:30:00,2025-12-14 16:45:00,TP2,0.000477509616182353,90226.0,88591.64999999995,0.737724267498587
short,2025-12-17 01:15:00,2025-12-17 02:00:00,TP1,0.0004946338620607314,87760.46,87418.35,0.12589450487884554
short,2025-12-17 01:15:00,2025-12-17 04:15:00,TP2,0.0004946338620607314,87760.46,87076.23000000001,0.2952032538355048
long,2025-12-21 01:45:00,2025-12-21 02:15:00,SL,0.0009893129059372154,88011.84,87870.09505279257,-0.22723123975816148
long,2025-12-22 02:00:00,2025-12-22 02:15:00,TP1,0.0004929320185938582,88181.43999999999,88360.46999999997,0.04473803925749306
long,2025-12-22 02:00:00,2025-12-22 02:30:00,TP2,0.0004929320185938582,88181.43999999999,88539.50999999995,0.1329484605922226
short,2026-01-09 01:30:00,2026-01-09 08:45:00,TP1,0.00047851314724498125,90949.98000000001,89863.87000000001,0.47645701213975583
short,2026-01-09 01:30:00,2026-01-09 15:15:00,SL,0.00047851314724498125,90949.98000000001,91493.06,-0.30352161663746935
short,2026-01-11 01:15:00,2026-01-11 04:15:00,SL,0.0009619990747158563,90587.70000000001,90746.06,-0.2395636281393631
long,2026-01-11 04:30:00,2026-01-11 20:00:00,SL,0.0009586093646290662,90758.08,90403.94,-0.42631372483329605
long,2026-01-16 05:30:00,2026-01-16 15:00:00,SL,0.0009074526393136498,95592.59999999999,95134.42,-0.5023145191244353
short,2026-01-22 02:15:00,2026-01-22 02:45:00,TP1,0.00047869435158898844,90291.82,89975.39,0.10832680607145423
short,2026-01-22 02:15:00,2026-01-22 13:30:00,TP2,0.00047869435158898844,90291.82,89658.95,0.25988058570858324
short,2026-01-23 20:15:00,2026-01-25 18:30:00,TP1,0.0004824690221722192,89814.36,86993.02999999997,1.318552282042101
short,2026-01-23 20:15:00,2026-01-29 17:45:00,TP2,0.0004824690221722192,89814.36,84171.68999999994,2.68044203763299
long,2026-03-26 02:30:00,2026-03-26 05:00:00,SL,0.0012567572471643303,70868.65,70646.28,-0.36839006598165275
short,2026-03-30 00:15:00,2026-03-30 00:45:00,TP1,0.0006672528956011743,66574.20000000001,66134.87000000001,0.24886895900944556
short,2026-03-30 00:15:00,2026-03-30 01:45:00,SL,0.0006672528956011743,66574.20000000001,66793.89,-0.19108391075126285
long,2026-04-02 01:00:00,2026-04-02 01:15:00,SL,0.0013043859257750856,68138.06,67939.22,-0.3481127419059913
long,2026-04-05 02:15:00,2026-04-05 05:45:00,SL,0.0013208715336738602,67129.51,67005.3233215305,-0.2526220899561214
long,2026-04-09 00:00:00,2026-04-09 00:45:00,SL,0.0012467702930656402,70997.75,70672.02067423916,-0.4944244776899473
long,2026-04-09 14:30:00,2026-04-09 15:00:00,TP1,0.0006222611994018638,70887.62,71284.17,0.20252368433955592
long,2026-04-09 14:30:00,2026-04-09 15:30:00,TP2,0.0006222611994018638,70887.62,71680.73,0.44916420362374015
long,2026-04-15 17:00:00,2026-04-15 19:30:00,TP1,0.0005984172067817441,74038.84999999999,75088.62,0.5835802091373599
long,2026-04-15 17:00:00,2026-04-16 13:45:00,SL,0.0005984172067817441,74038.84999999999,73513.94,-0.35826424023412534
short,2026-04-26 00:45:00,2026-04-26 04:45:00,SL,0.001145092857162302,77502.39,77752.59999999999,-0.37540437383447256
long,2026-05-03 01:00:00,2026-05-03 01:15:00,SL,0.0011296709509943505,78361.04,78310.48,-0.14560979577833694
short,2026-05-21 18:45:00,2026-05-22 19:30:00,TP1,0.0005713749757244418,77387.73000000001,75763.12000000001,0.884508217711222
short,2026-05-21 18:45:00,2026-05-28 02:30:00,TP2,0.0005713749757244418,77387.73000000001,74138.50000000001,1.8132395643791928
long,2026-06-17 01:30:00,2026-06-17 02:15:00,TP1,0.0006847155439373768,65759.76999999999,66159.37999999999,0.22845563223881232
long,2026-06-17 01:30:00,2026-06-17 07:00:00,SL,0.0006847155439373768,65759.76999999999,65559.94,-0.1817850304761715
short,2026-06-29 12:30:00,2026-06-29 14:00:00,TP1,0.0007512841237829669,59951.67,59162.4,0.5482217655230934
short,2026-06-29 12:30:00,2026-06-29 17:00:00,SL,0.0007512841237829669,59951.67,60346.33,-0.34169078105361006
short,2026-07-13 00:00:00,2026-07-13 00:30:00,TP1,0.0007014962932666517,64294.99,63876.431667115,0.24866123043359561
short,2026-07-13 00:00:00,2026-07-13 01:45:00,TP2,0.0007014962932666517,64294.99,63457.86333423,0.5424321764982232
long,2026-07-20 01:00:00,2026-07-20 05:00:00,SL,0.001399210535324136,64808.01,64347.829999999994,-0.7342468101587907
short,2026-07-26 01:45:00,2026-07-26 02:00:00,SL,0.0013998870075108865,64461.99,64475.340000000004,-0.1089373380753503
short,2026-07-29 01:30:00,2026-07-29 02:30:00,SL,0.0014131363758399013,63811.35,64100.060000000005,-0.49836473624673283
short,2026-07-29 22:30:00,2026-07-30 11:15:00,SL,0.0014039618153315614,64015.36,64648.850000000006,-0.9797155893142989
short,2026-08-02 00:00:00,2026-08-02 02:00:00,SL,0.0014188409435843027,62929.74,63127.130000000005,-0.3694923380421569
short,2026-08-09 01:15:00,2026-08-09 13:30:00,SL,0.0013731336635002434,64863.02,65150.060000000005,-0.4834069551927962
short,2026-08-10 00:00:00,2026-08-10 00:30:00,TP1,0.000681372441771696,65144.659999999996,64833.90999999999,0.16745457847111284
short,2026-08-10 00:00:00,2026-08-10 01:45:00,SL,0.000681372441771696,65144.659999999996,65300.060000000005,-0.15032599614264008
long,2026-08-10 01:45:00,2026-08-10 13:30:00,SL,0.0013619547362259694,65190.0,64792.03999999999,-0.6305183343296522
short,2026-08-30 02:15:00,2026-08-30 12:00:00,SL,0.0011328126287868717,78042.49,78330.06,-0.4143333273780354
